answer,clue
CARPAL,'any of the eight small bones of the wrist of primates'
GUESTIMATE,'an estimate that combines reasoning with guessing'
ALLAYER,of fears) and calms and pacifies
CHERIMOLLA,'large tropical fruit with leathery skin and soft pulp
REASONING,'thinking that is coherent and logical'
RINGER,'a person who is almost identical to another'
HERNIATION,'rupture in smooth muscle tissue through which a bodily structure protrudes'
GONAD,'a gland in which gametes (sex cells) are produced'
STIPULATION,'a restriction that is insisted upon as a condition for an agreement'
POLYMYOSITIS,'myositis characterized by weakness of limb and neck muscles and much muscle pain and swelling
MISRULE,'government that is inefficient or dishonest'
SUBUNIT,'a monetary unit that is valued at a fraction (usually one hundredth) of the basic monetary unit'
WAVELET,'a small wave on the surface of a liquid'
SPUTTER,'an utterance (of words) with spitting sounds (as in rage)'
CAIMITILLO,'tropical American timber tree with dark hard heavy wood and small plumlike purple fruit'
ANANAS,'large sweet fleshy tropical fruit with a terminal tuft of stiff leaves
NUDE,'a painting of a naked human figure'
WHIRLING,'the act of rotating in a circle or spiral'
CREEL,'a wicker basket used by anglers to hold fish'
BEDROOM,'a room used primarily for sleeping'
EMIGREE,'someone who leaves one country to settle in another'
PLAYTHING,'an artifact designed to be played with'
WESTERN,'a sandwich made from a western omelet'
CARAT,'a unit of weight for precious stones = 200 mg'
AWFULNESS,'a quality of extreme unpleasantness'
ARE,'a unit of surface area equal to 100 square meters'
OVOTESTIS,'hermaphroditic gonad that contains both testicular and ovarian tissue'
POINT,'a geometric element that has position but no extension
IDEOLOGUE,'an advocate of some ideology'
TWEETER,'a loudspeaker that reproduces higher audio frequency sounds
COLIPHAGE,'a bacteriophage that infects the bacterium Escherichia coli'
PARROTFISH,'gaudy tropical fishes with parrotlike beaks formed by fusion of teeth'
ENZYMOLOGIST,'a person who is trained in or engaged in enzymology'
TUMULUS,'(archeology) a heap of earth placed over prehistoric tombs'
PERIDINIAN,'flagellate with a thick test composed of plates'
LAWFULNESS,'the quality of conforming to law'
STAINER,'a worker who stains (wood or fabric)'
ACQUISITION,'the act of contracting or assuming or acquiring possession of something
KITAMBILLA,'a small shrubby spiny tree cultivated for its maroon-purple fruit with sweet purple pulp tasting like gooseberries
COLOPHON,'a publisher\'s emblem printed in a book (usually on the title page)'
THOU,'the cardinal number that is the product of 10 and 100'
DISTILLATION,'the process of purifying a liquid by boiling it and condensing its vapors'
INCITATION,'something that incites or provokes
THINGAMABOB,'something unspecified whose name is either forgotten or not known
DIAMOND,'a transparent piece of diamond that has been cut and polished and is valued as a precious gem'
AMEBIASIS,'infection by a disease-causing ameba'
FRETWORK,'framework consisting of an ornamental design made of strips of wood or metal'
SAMOSA,'small turnover of Indian origin filled with vegetables or meat and fried and served hot'
MIDRIFF,'the middle area of the human torso (usually in front)
EXENTERATION,'surgical removal of the organs within a body cavity (as those of the pelvis)'
SORUS,'a spore-producing structure in certain lichens and fungi'
DRIVESHAFT,'a rotating shaft that transmits power from the engine to the point of application'
BEDLAMITE,'an archaic term for a lunatic'
MASTOID,'process of the temporal bone behind the ear at the base of the skull'
CYBERSEX,'sexual arousal involving communication on the internet'
PLASTERER,'a worker skilled in applying plaster'
PINOCYTOSIS,'process by which certain cells can engulf and incorporate droplets of fluid'
MEMORIZATION,'learning so as to be able to remember verbatim
ALBINISM,'the congenital absence of pigmentation in the eyes and skin and hair'
WHITLOW,'a purulent infection at the end of a finger or toe in the area surrounding the nail'
MASSETER,'a large muscle that raises the lower jaw and is used in chewing'
CLITORIS,'a female sexual organ homologous to the penis'
BALDY,'a person whose head is bald or shaved'
JUDGE,'a public official authorized to decide questions brought before a court of justice'
PLAINNESS,'clarity as a consequence of being perspicuous'
RADIOGRAM,'a message transmitted by wireless telegraphy'
SPECIALISER,'an expert who is devoted to one occupation or branch of learning'
POOVE,'offensive term for a homosexual man'
RADIOPHOTO,'a photograph transmitted by radio waves'
APOLOGIA,'a formal written defense of something you believe in strongly'
SANDERLING,'small sandpiper that breeds in the Arctic and migrates southward along sandy coasts in most of world'
ATELIOSIS,'a form of infantilism characterized by physical underdevelopment but normal intelligence'
IRONWARE,'instrumentalities (tools or implements) made of metal'
WHITEWATER,'frothy water as in rapids or waterfalls'
LENITY,'mercifulness as a consequence of being lenient or tolerant'
DREDGE,'a power shovel to remove material from a channel or riverbed'
UNDERFUR,'thick soft fur lying beneath the longer and coarser guard hair'
ANTINODE,'(physics) the point of maximum displacement in a periodic system'
POTOMANIA,'an intense persistent desire to drink alcoholic beverages to excess'
FRONTIER,'a wilderness at the edge of a settled area of a country
BATTEN,'a strip fixed to something to hold it firm'
ANIMATRONICS,'the construction of robots to look like animals (developed for Disneyland)'
RAGPICKER,'an unskilled person who picks up rags from trash cans and public dumps as a means of livelihood'
FOREPLAY,'mutual sexual fondling prior to sexual intercourse'
LOGANBERRY,'large red variety of the dewberry'
OPTATIVE,'a mood (as in Greek or Sanskrit) that expresses a wish or hope
NOTIFICATION,'an accusation of crime made by a grand jury on its own initiative'
NETMINDER,'the soccer or hockey player assigned to protect the goal'
TORE,'commonly the lowest molding at the base of a column'
COPOUT,'a failure to face some difficulty squarely'
CHIPOTLE,'a ripe jalapeno that has been dried for use in cooking'
RECITATIVE,'a vocal passage of narrative text that a singer delivers with natural rhythms of speech'
FOETOSCOPE,'a stethoscope placed on the pregnant woman\'s abdomen to listen for the fetal heartbeat'
COUCAL,'Old World ground-living cuckoo having a long dagger-like hind claw'
SELENOLOGY,'the branch of astronomy that deals with the moon'
BUSHING,'a cylindrical metal lining used to reduce friction'
EQUERRY,'a personal attendant of the British royal family'
TAMENESS,'the attribute of having been domesticated'
DECEASE,'the event of dying or departure from life
APOPHYSIS,'(anatomy) a natural outgrowth or projection on an organ or body part such as the process of a vertebra'
PEOPLE,'(plural) any group of human beings (men or women or children) collectively
RATIONALITY,'the state of having good sense and sound judgment
OPENBILL,'stork with a grooved bill whose upper and lower parts touch only at the base and tip'
EARLINESS,'quality of coming early or earlier in time'
GOATEE,'a small chin beard trimmed to a point
HELIOZOAN,'protozoa with spherical bodies and stiff radiating pseudopods'
TYCOON,'a very wealthy or powerful businessman
CATECHISM,'an elementary book summarizing the principles of a Christian religion
COTTAGE,'a small house with a single story'
SKYWRITING,'writing formed in the sky by smoke released from an airplane'
ENUNCIATION,'the articulation of speech regarded from the point of view of its intelligibility to the audience'
PROFITS,'the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)'
SEEDBED,'a bed where seedlings are grown before transplanting'
EQUALISATION,'the act of making equal or uniform'
CANCEL,'a notation cancelling a previous sharp or flat'
FLUXMETER,'meter that measures magnetic flux by the current it generates in a coil'
SYRINGA,'large hardy shrub with showy and strongly fragrant creamy-white flowers in short terminal racemes'
ZOOSPORE,'an asexual spore of some algae and fungi that moves by means of flagella'
POLYPLOID,'(genetics) an organism or cell having more than twice the haploid number of chromosomes'
HATBAND,'a band around the crown of a hat just above the brim'
MANDIOCA,'cassava with long tuberous edible roots and soft brittle stems
YARDARM,'either end of the yard of a square-rigged ship'
BARROW,'a cart for carrying small loads
BUSKIN,'a boot reaching halfway up to the knee'
HERENESS,'the state of being here in this place'
BEHALF,'as the agent of or on someone\'s part (usually expressed as `on behalf of\' rather than `in behalf of\')
FIBRINOLYSIN,'an enzyme that dissolves the fibrin of blood clots'
LAVATORY,'a room or building equipped with one or more toilets'
CRIME,'(criminal law) an act punishable by law
WESTERNER,'an inhabitant of a western area
ROUNDING,'(mathematics) a miscalculation that results from rounding off numbers to a convenient number of decimals
AVULSION,'a forcible tearing or surgical separation of one body part from another'
SNAKEWOOD,'East Indian climbing shrub with twisted limbs and roots resembling serpents'
DIPLOMA,'a document certifying the successful completion of a course of study'
SERMON,'an address of a religious nature (usually delivered during a church service)'
CONFETTI,'small pieces or streamers of colored paper that are thrown around on festive occasions (as at a wedding)'
TOBOGGANING,'riding on a long light sled with low handrails'
CONCISION,'terseness and economy in writing and speaking achieved by expressing a great deal in just a few words'
